3.09,0.1737,0.02,0.16,0.1156,0.5,0.12,11.8,138.15,-132.82,-74.67
3.11,0.1724,0.02,0.16,0.1190,0.5,0.12,11.03,137.63,-119.83,-79.81
3.13,0.1710,0.02,0.16,0.1224,0.5,0.13,10.32,137.09,-108.44,-83.65
3.14,0.1697,0.02,0.16,0.1259,0.5,0.13,9.68,136.53,-98.8,-86.25
3.16,0.1683,0.02,0.16,0.1293,0.5,0.13,9.09,135.96,-90.99,-87.68
3.18,0.1669,0.02,0.16,0.1327,0.5,0.14,8.54,135.38,-85.03,-88.04
3.2,0.1656,0.02,0.16,0.1361,0.5,0.14,8.01,134.82,-80.9,-87.44
3.21,0.1642,0.02,0.16,0.1395,0.5,0.14,7.5,134.26,-78.53,-85.99
3.23,0.1629,0.02,0.16,0.1429,0.5,0.14,7,133.71,-77.83,-83.84
3.25,0.1615,0.02,0.16,0.1463,0.5,0.15,6.49,133.19,-78.65,-81.12
3.26,0.1601,0.02,0.16,0.1497,0.5,0.15,5.96,132.68,-80.82,-77.99
3.28,0.1588,0.02,0.16,0.1531,0.5,0.15,5.42,132.2,-84.17,-74.59
3.3,0.1574,0.02,0.16,0.1565,0.5,0.15,4.84,131.73,-88.49,-71.08
3.31,0.1561,0.02,0.16,0.1599,0.5,0.16,4.23,131.3,-93.57,-67.6
3.33,0.1547,0.02,0.16,0.1633,0.5,0.16,3.59,130.88,-99.2,-64.28
3.35,0.1533,0.02,0.16,0.1667,0.5,0.16,2.91,130.48,-105.17,-61.27
3.37,0.1520,0.02,0.16,0.1701,0.5,0.17,2.18,130.1,-111.26,-58.66
3.38,0.1506,0.02,0.16,0.1735,0.5,0.17,1.42,129.73,-117.28,-56.57
3.4,0.1493,0.02,0.16,0.1769,0.5,0.17,0.62,129.37,-123.03,-55.07
3.42,0.1479,0.02,0.15,0.1803,0.5,0.17,-0.21,129.02,-128.35,-54.22
3.43,0.1465,0.02,0.15,0.1837,0.5,0.18,-1.07,128.67,-133.09,-54.07
3.45,0.1452,0.02,0.15,0.1871,0.5,0.18,-1.96,128.32,-137.11,-54.63
3.47,0.1438,0.02,0.15,0.1905,0.5,0.18,-2.88,127.95,-140.29,-55.91
3.48,0.1424,0.02,0.15,0.1939,0.5,0.19,-3.8,127.58,-142.55,-57.88
3.5,0.1411,0.02,0.14,0.1973,0.5,0.19,-4.74,127.18,-143.84,-60.5
3.52,0.1397,0.02,0.14,0.2007,0.5,0.2,-5.67,126.77,-144.1,-63.71
3.54,0.1384,0.02,0.14,0.2041,0.5,0.2,-6.6,126.33,-143.34,-67.45
3.55,0.1370,0.02,0.14,0.2075,0.5,0.2,-7.52,125.87,-141.55,-71.63
3.57,0.1356,0.02,0.13,0.2109,0.5,0.21,-8.42,125.37,-138.78,-76.16
3.59,0.1343,0.02,0.13,0.2143,0.5,0.21,-9.3,124.85,-135.09,-80.95
3.6,0.1329,0.02,0.13,0.2177,0.5,0.21,-10.15,124.29,-130.54,-85.9
3.62,0.1316,0.02,0.13,0.2211,0.5,0.22,-10.96,123.7,-125.24,-90.91
3.64,0.1302,0.02,0.13,0.2245,0.5,0.22,-11.74,123.08,-119.29,-95.91
3.65,0.1288,0.02,0.12,0.2279,0.5,0.22,-12.47,122.42,-112.81,-100.79
3.67,0.1275,0.02,0.12,0.2313,0.5,0.23,-13.16,121.74,-105.92,-105.49
3.69,0.1261,0.02,0.12,0.2347,0.5,0.23,-13.8,121.02,-98.76,-109.94
3.71,0.1248,0.02,0.12,0.2381,0.5,0.24,-14.39,120.28,-91.44,-114.08
3.72,0.1234,0.02,0.12,0.2415,0.5,0.24,-14.94,119.52,-84.1,-117.87
3.74,0.1220,0.02,0.11,0.2449,0.5,0.24,-15.44,118.73,-76.85,-121.28
3.76,0.1207,0.02,0.11,0.2483,0.5,0.25,-15.89,117.92,-69.81,-124.28
3.77,0.1193,0.02,0.11,0.2517,0.5,0.25,-16.3,117.1,-63.06,-126.87
3.79,0.1180,0.02,0.11,0.2551,0.5,0.25,-16.67,116.26,-56.71,-129.04
3.81,0.1166,0.02,0.11,0.2585,0.5,0.26,-17,115.41,-50.81,-130.81
3.82,0.1152,0.02,0.11,0.2619,0.5,0.26,-17.29,114.55,-45.43,-132.19
3.84,0.1139,0.02,0.11,0.2653,0.5,0.26,-17.56,113.69,-40.6,-133.22
3.86,0.1125,0.02,0.11,0.2687,0.5,0.27,-17.79,112.82,-36.35,-133.91
3.88,0.1112,0.02,0.11,0.2721,0.5,0.27,-18,111.95,-32.7,-134.32
3.89,0.1098,0.02,0.11,0.2755,0.5,0.27,-18.2,111.07,-29.63,-134.49
3.91,0.1084,0.02,0.11,0.2789,0.5,0.28,-18.37,110.2,-27.12,-134.45
3.93,0.1071,0.02,0.1,0.2823,0.5,0.28,-18.54,109.33,-25.16,-134.26
3.94,0.1057,0.02,0.1,0.2857,0.5,0.28,-18.69,108.46,-23.69,-133.96
3.96,0.1044,0.02,0.1,0.2891,0.5,0.29,-18.84,107.59,-22.68,-133.61
3.98,0.1030,0.02,0.1,0.2925,0.5,0.29,-18.98,106.73,-22.06,-133.24
3.99,0.1016,0.02,0.1,0.2959,0.5,0.29,-19.12,105.86,-21.77,-132.9
4.01,0.1003,0.02,0.1,0.2993,0.5,0.3,-19.26,105,-21.74,-132.64
4.03,0.0989,0.02,0.1,0.3027,0.5,0.3,-19.4,104.14,-21.92,-132.49
4.05,0.0976,0.02,0.1,0.3061,0.5,0.3,-19.55,103.28,-22.23,-132.48
4.06,0.0962,0.02,0.1,0.3095,0.5,0.31,-19.7,102.42,-22.61,-132.65
4.08,0.0948,0.02,0.1,0.3129,0.5,0.31,-19.85,101.56,-22.99,-133.01
4.1,0.0935,0.02,0.09,0.3163,0.5,0.31,-20,100.69,-23.31,-133.59
4.11,0.0921,0.02,0.09,0.3197,0.5,0.32,-20.15,99.82,-23.53,-134.39
4.13,0.0907,0.02,0.09,0.3231,0.5,0.32,-20.3,98.94,-23.59,-135.44
4.15,0.0894,0.02,0.09,0.3265,0.5,0.32,-20.45,98.05,-23.45,-136.72
4.16,0.0880,0.02,0.09,0.3299,0.5,0.33,-20.6,97.15,-23.09,-138.23
4.18,0.0867,0.02,0.09,0.3333,0.5,0.33,-20.75,96.24,-22.46,-139.97
4.2,0.0853,0.02,0.09,0.3367,0.5,0.33,-20.89,95.32,-21.56,-141.93
4.22,0.0839,0.02,0.08,0.3401,0.5,0.34,-21.02,94.38,-20.38,-144.09
4.23,0.0826,0.02,0.08,0.3435,0.5,0.34,-21.15,93.43,-18.91,-146.43
4.25,0.0812,0.02,0.08,0.3469,0.5,0.34,-21.26,92.47,-17.16,-148.93
4.27,0.0799,0.02,0.08,0.3503,0.5,0.35,-21.36,91.48,-15.14,-151.57
4.28,0.0785,0.02,0.08,0.3537,0.5,0.35,-21.44,90.48,-12.87,-154.33
4.3,0.0771,0.02,0.08,0.3571,0.5,0.35,-21.51,89.46,-10.36,-157.19
4.32,0.0758,0.02,0.07,0.3605,0.5,0.36,-21.56,88.42,-7.65,-160.11
4.33,0.0744,0.02,0.07,0.3639,0.5,0.36,-21.59,87.36,-4.77,-163.09
4.35,0.0731,0.02,0.07,0.3673,0.5,0.36,-21.6,86.28,-1.74,-166.1
4.37,0.0717,0.02,0.07,0.3707,0.5,0.37,-21.59,85.18,1.4,-169.12
4.39,0.0703,0.02,0.07,0.3741,0.5,0.37,-21.56,84.07,4.62,-172.15
4.4,0.0690,0.02,0.07,0.3776,0.5,0.37,-21.51,82.93,7.88,-175.17
4.42,0.0676,0.02,0.06,0.3810,0.5,0.38,-21.44,81.77,11.16,-178.18
4.44,0.0663,0.02,0.06,0.3844,0.5,0.38,-21.34,80.6,14.43,-181.16
4.45,0.0649,0.02,0.06,0.3878,0.5,0.39,-21.23,79.4,17.65,-184.13
4.47,0.0635,0.02,0.06,0.3912,0.5,0.39,-21.09,78.18,20.81,-187.08
4.49,0.0622,0.02,0.06,0.3946,0.5,0.39,-20.94,76.95,23.89,-190.02
4.5,0.0608,0.02,0.06,0.3980,0.5,0.4,-20.76,75.7,26.88,-192.96
